number,incident_state,category,subcategory,symptom,impact_clean,urgency_clean,priority_clean,contact_type,reassignment_count,reopen_count,made_sla,mttr_minutes,assignment_group
INC0021135,Closed,Category 46,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,5,0,False,41396.0,Group 51
INC0021138,Closed,Category 46,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,5,0,False,9355.0,Group 65
INC0021141,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,70.0,Group 70
INC0021144,Closed,Category 37,Subcategory 123,Symptom 118,Medium,Medium,P3,Phone,6,0,False,13008.0,Group 70
INC0021145,Closed,Category 57,Subcategory 170,,Medium,Medium,P3,Phone,1,0,True,6.0,Group 70
INC0021147,Closed,Category 23,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,26.0,Group 70
INC0021148,Closed,Category 23,Subcategory 3,Symptom 491,Medium,Medium,P3,Phone,1,0,True,2.0,Group 70
INC0021152,Closed,Category 32,Subcategory 9,Symptom 105,Medium,Medium,P3,Phone,0,0,True,14.0,Group 70
INC0021155,Closed,Category 46,Subcategory 223,Symptom 592,Medium,Medium,P3,Phone,5,0,False,11746.0,Group 23
INC0021156,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,13.0,Group 70
INC0021157,Closed,Category 26,Subcategory 164,,Medium,Medium,P3,Phone,0,0,True,22.0,Group 70
INC0021158,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,1,0,True,43.0,Group 70
INC0021159,Closed,Category 53,Subcategory 303,Symptom 491,Low,Low,P4,Phone,3,0,True,10294.0,Group 70
INC0021160,Closed,Category 42,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,0,0,True,3.0,Group 70
INC0021161,Closed,Category 20,Subcategory 125,Symptom 491,Medium,Medium,P3,Phone,0,0,True,76.0,Group 70
INC0021162,Closed,Category 20,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,23.0,Group 70
INC0021163,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,True,6.0,Group 70
INC0021164,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,2,0,False,7504.0,Group 24
INC0021166,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,9.0,Group 70
INC0021167,Closed,Category 43,Subcategory 107,Symptom 491,High,Medium,P2,Phone,3,0,False,9021.0,Group 53
INC0021168,Closed,Category 24,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,57.0,Group 30
INC0021169,Closed,Category 26,Subcategory 175,Symptom 586,Medium,Medium,P3,Phone,0,0,True,3.0,Group 70
INC0021170,Closed,Category 19,Subcategory 163,,Medium,Medium,P3,Phone,0,0,True,3255.0,Group 72
INC0021172,Closed,Category 42,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,51.0,Group 70
INC0021173,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,17.0,Group 70
INC0021174,Closed,Category 42,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,2,0,True,228.0,Group 6
INC0021175,Closed,Category 53,Subcategory 172,,Medium,Medium,P3,Phone,0,0,False,7316.0,Group 57
INC0021176,Closed,Category 42,Subcategory 223,Symptom 534,Low,Low,P4,Phone,1,0,True,84.0,Group 39
INC0021177,Closed,Category 61,Subcategory 36,Symptom 491,Medium,Medium,P3,Phone,2,0,True,74.0,Group 20
INC0021178,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0021179,Closed,Category 46,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,1,0,True,85.0,Group 39
INC0021181,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,1,0,True,23.0,Group 70
INC0021182,Closed,Category 46,Subcategory 248,,Medium,Medium,P3,Phone,1,0,True,17.0,Group 70
INC0021183,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,0,0,True,54.0,Group 70
INC0021184,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0021185,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,20.0,Group 70
INC0021186,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,59.0,Group 70
INC0021187,Closed,Category 13,Subcategory 69,Symptom 10,Medium,Medium,P3,Phone,2,0,True,189.0,Group 20
INC0021188,Closed,Category 35,Subcategory 28,Symptom 296,Medium,Medium,P3,Phone,1,0,False,13088.0,Group 70
INC0021189,Closed,Category 46,Subcategory 94,Symptom 491,Medium,Medium,P3,Phone,1,0,True,31.0,Group 33
INC0021190,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,0,0,True,378.0,Group 70
INC0021191,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,0,0,True,18.0,Group 70
INC0021192,Closed,Category 37,Subcategory 123,Symptom 127,Medium,Medium,P3,Phone,0,0,True,79.0,Group 25
INC0021193,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,1,0,False,13080.0,Group 70
INC0021194,Closed,Category 32,Subcategory 300,Symptom 491,Medium,Medium,P3,Phone,1,0,False,11559.0,Group 20
INC0021195,Closed,Category 46,Subcategory 258,,Medium,Medium,P3,Phone,1,0,False,7422.0,Group 6
INC0021196,Closed,Category 46,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,6.0,Group 64
INC0021197,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0021198,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,14.0,Group 70
INC0021199,Closed,Category 46,Subcategory 94,Symptom 56,High,High,P1,Phone,1,0,False,11980.0,Group 14
INC0021200,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0021201,Closed,Category 37,Subcategory 135,Symptom 87,Medium,Medium,P3,Phone,0,0,True,15.0,Group 70
INC0021202,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0021203,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0021204,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0021206,Closed,Category 23,Subcategory 3,Symptom 470,Medium,Medium,P3,Phone,1,0,False,7182.0,Group 56
INC0021207,Closed,Category 42,Subcategory 29,,Medium,Medium,P3,Phone,0,0,True,35.0,Group 55
INC0021208,Closed,Category 20,Subcategory 174,,Medium,Medium,P3,Phone,1,0,True,135.0,Group 70
INC0021209,Closed,Category 37,Subcategory 135,Symptom 127,Medium,Medium,P3,Phone,0,0,True,11.0,Group 70
INC0021210,Closed,Category 23,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,False,8730.0,Group 70
INC0021211,Closed,Category 24,Subcategory 164,Symptom 571,Medium,Medium,P3,Phone,0,0,True,15.0,Group 70
INC0021214,Closed,Category 13,Subcategory 302,Symptom 8,Medium,Medium,P3,Phone,1,0,False,18959.0,Group 70
INC0021215,Closed,Category 46,Subcategory 150,Symptom 398,Medium,Medium,P3,Phone,1,0,False,7175.0,Group 6
INC0021216,Closed,Category 20,Subcategory 125,,Medium,Medium,P3,Phone,0,0,True,93.0,Group 70
INC0021217,Closed,Category 34,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,False,121250.0,Group 23
INC0021218,Closed,Category 46,Subcategory 88,Symptom 491,Medium,Medium,P3,Phone,0,0,True,28.0,Group 31
INC0021219,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0021220,Closed,Category 32,Subcategory 9,Symptom 105,Medium,Medium,P3,Phone,2,1,False,47562.0,Group 26
INC0021221,Closed,Category 26,Subcategory 175,Symptom 116,Low,Low,P4,Phone,0,0,True,362.0,Group 70
INC0021222,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,157.0,Group 70
INC0021223,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,2.0,
INC0021224,Closed,Category 46,Subcategory 255,Symptom 493,Medium,Medium,P3,Phone,1,0,False,10086.0,Group 6
INC0021225,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,1,0,True,64.0,Group 55
INC0021226,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0021227,Closed,Category 44,Subcategory 59,,Medium,Medium,P3,Phone,1,0,False,30797.0,Group 55
INC0021228,Closed,Category 46,Subcategory 223,,Medium,Medium,P3,Phone,0,0,True,10.0,Group 39
INC0021229,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,0,0,True,17.0,Group 70
INC0021230,Closed,Category 44,Subcategory 60,Symptom 259,Medium,Medium,P3,Phone,2,0,True,321.0,Group 5
INC0021231,Closed,Category 57,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,144.0,Group 70
INC0021232,Closed,Category 37,Subcategory 135,,Medium,Medium,P3,Phone,0,0,False,17318.0,Group 72
INC0021233,Closed,Category 37,Subcategory 135,Symptom 495,Medium,Medium,P3,Phone,0,0,True,253.0,Group 49
INC0021235,Closed,Category 26,Subcategory 175,Symptom 491,Low,Low,P4,Phone,0,0,True,50.0,Group 70
INC0021236,Closed,Category 26,Subcategory 275,Symptom 491,Medium,Medium,P3,Phone,0,0,True,38.0,Group 70
INC0021237,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,7.0,Group 70
INC0021238,Closed,Category 37,Subcategory 123,Symptom 127,Medium,Medium,P3,Phone,0,0,True,124.0,Group 25
INC0021239,Closed,Category 61,Subcategory 36,Symptom 491,Medium,Medium,P3,Phone,1,0,True,1623.0,Group 70
INC0021240,Closed,Category 23,Subcategory 3,Symptom 470,Medium,Medium,P3,Phone,1,0,True,3.0,Group 20
INC0021242,Closed,Category 42,Subcategory 223,,Medium,High,P2,Phone,1,0,False,10377.0,Group 12
INC0021243,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,3,0,False,7258.0,Group 27
INC0021244,Closed,Category 34,Subcategory 134,Symptom 491,Medium,Medium,P3,Phone,0,0,False,12862.0,Group 24
INC0021245,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0021249,Closed,Category 35,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,1.0,Group 70
INC0021250,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,8.0,Group 70
INC0021253,Closed,Category 32,Subcategory 300,Symptom 491,Low,Low,P4,Phone,0,0,True,102.0,Group 70
INC0021254,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,15.0,
INC0021256,Closed,Category 53,Subcategory 178,Symptom 491,Medium,Medium,P3,Phone,0,0,True,10.0,Group 70
INC0021257,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,11.0,Group 70
INC0021258,Closed,Category 9,Subcategory 202,Symptom 70,Medium,Medium,P3,Phone,0,0,True,19.0,Group 70
INC0021259,Closed,Category 26,Subcategory 275,Symptom 371,Medium,Medium,P3,Phone,1,0,True,12.0,Group 70
INC0021260,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,30.0,Group 70
INC0021261,Closed,Category 37,Subcategory 135,Symptom 87,Medium,Medium,P3,Phone,0,0,True,20.0,Group 70
INC0021262,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0021263,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,2.0,Group 70
INC0021264,Closed,Category 37,Subcategory 123,Symptom 491,Medium,Medium,P3,Phone,0,0,True,289.0,Group 49
INC0021265,Closed,Category 26,Subcategory 275,,Medium,Medium,P3,Phone,3,0,True,197.0,Group 73
INC0021267,Closed,Category 24,Subcategory 164,Symptom 102,Medium,Medium,P3,Phone,1,0,False,21669.0,Group 23
INC0021268,Closed,Category 53,Subcategory 174,,Medium,Medium,P3,Phone,0,0,False,7052.0,Group 25
INC0021269,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,7.0,Group 70
INC0021270,Closed,Category 42,Subcategory 223,Symptom 532,Medium,Medium,P3,Phone,1,0,True,9.0,Group 39
INC0021271,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,8.0,Group 70
INC0021272,Closed,Category 42,Subcategory 29,,Medium,Medium,P3,Phone,0,0,True,173.0,Group 55
INC0021273,Closed,Category 32,Subcategory 9,,Medium,Medium,P3,Phone,1,0,True,6.0,Group 70
INC0021275,Closed,Category 32,Subcategory 300,Symptom 491,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0021277,Closed,Category 61,Subcategory 36,Symptom 438,Medium,Medium,P3,Phone,0,0,True,173.0,Group 73
INC0021278,Closed,Category 46,Subcategory 47,,Medium,Medium,P3,Phone,1,0,True,20.0,Group 39
INC0021279,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,108.0,Group 63
INC0021280,Closed,Category 42,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,3,0,False,7332.0,Group 39
INC0021281,Closed,Category 35,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,True,196.0,Group 70
INC0021282,Closed,Category 46,Subcategory 88,Symptom 331,Medium,Medium,P3,Phone,0,0,True,357.0,Group 31
INC0021283,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,0,0,True,46.0,Group 70
INC0021284,Closed,Category 26,Subcategory 175,,Medium,Medium,P3,Phone,1,0,True,56.0,Group 70
INC0021285,Closed,Category 46,Subcategory 47,Symptom 94,Medium,Medium,P3,Phone,0,0,False,132607.0,Group 31
INC0021286,Closed,Category 61,Subcategory 164,Symptom 491,Medium,Medium,P3,Phone,0,0,True,212.0,Group 73
INC0021287,Closed,Category 61,Subcategory 16,Symptom 491,Medium,Medium,P3,Phone,0,0,True,154.0,Group 73
INC0021288,Closed,Category 46,Subcategory 251,Symptom 218,Medium,Medium,P3,Phone,0,0,False,7420.0,Group 22
INC0021289,Closed,Category 57,Subcategory 170,Symptom 596,Medium,Medium,P3,Phone,0,0,True,391.0,Group 56
INC0021290,Closed,Category 26,Subcategory 275,,Medium,Medium,P3,Phone,1,0,True,164.0,Group 73
INC0021291,Closed,Category 9,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,259.0,Group 24
INC0021292,Closed,Category 32,Subcategory 300,Symptom 491,Medium,Medium,P3,Phone,0,0,True,37.0,Group 70
INC0021293,Closed,Category 17,Subcategory 90,Symptom 508,Medium,Medium,P3,Phone,1,0,True,1544.0,Group 70
INC0021294,Closed,Category 61,Subcategory 36,Symptom 491,Medium,Medium,P3,Phone,0,0,True,146.0,Group 73
INC0021295,Closed,Category 40,Subcategory 69,Symptom 491,Medium,Medium,P3,Phone,1,0,False,8629.0,Group 20
INC0021296,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,16.0,Group 70
INC0021297,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,6.0,Group 70
INC0021300,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,62.0,Group 70
INC0021301,Closed,Category 46,Subcategory 259,Symptom 491,Medium,Medium,P3,Phone,0,0,False,31498.0,Group 6
INC0021302,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,16.0,Group 70
INC0021303,Closed,Category 9,Subcategory 202,Symptom 70,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0021304,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,4.0,Group 25
INC0021305,Closed,Category 57,Subcategory 170,Symptom 491,Medium,Medium,P3,Phone,1,0,True,360.0,Group 56
INC0021306,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,27.0,Group 70
INC0021307,Closed,Category 32,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,19.0,Group 70
INC0021308,Closed,Category 46,Subcategory 261,Symptom 258,Medium,Medium,P3,Phone,1,0,False,7034.0,Group 6
INC0021309,Closed,Category 61,Subcategory 36,Symptom 491,Low,Low,P4,Phone,10,0,False,28640.0,Group 12
INC0021310,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,25.0,Group 70
INC0021311,Closed,Category 26,Subcategory 275,Symptom 116,Medium,Medium,P3,Phone,0,0,False,,Group 70
INC0021314,Closed,Category 53,Subcategory 174,,Medium,Medium,P3,Phone,1,0,False,6985.0,Group 28
INC0021315,Closed,Category 57,Subcategory 141,Symptom 491,Medium,Medium,P3,Phone,0,0,False,10144.0,Group 24
INC0021316,Closed,Category 44,Subcategory 59,Symptom 491,Medium,Medium,P3,Phone,0,0,False,7044.0,Group 5
INC0021318,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,1,0,True,173.0,Group 39
INC0021321,Closed,Category 34,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,False,7331.0,Group 24
INC0021322,Closed,Category 37,Subcategory 123,Symptom 491,Medium,Medium,P3,Phone,2,0,True,183.0,Group 49
INC0021324,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,15.0,Group 70
INC0021325,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,37.0,Group 70
INC0021326,Closed,Category 61,Subcategory 36,Symptom 491,Medium,Medium,P3,Phone,0,0,True,173.0,Group 73
INC0021327,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,13.0,Group 70
INC0021328,Closed,Category 61,Subcategory 36,Symptom 438,Medium,Medium,P3,Phone,0,0,True,238.0,Group 73
INC0021329,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,16.0,Group 70
INC0021330,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,1,0,True,150.0,Group 39
INC0021333,Closed,Category 42,Subcategory 223,Symptom 532,Medium,Medium,P3,Phone,3,0,False,18839.0,Group 39
INC0021335,Closed,Category 20,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,9.0,Group 70
INC0021336,Closed,Category 32,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0021337,Closed,Category 26,Subcategory 164,Symptom 295,Medium,Medium,P3,Phone,0,0,True,14.0,Group 70
INC0021338,Closed,Category 53,Subcategory 303,,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0021339,Closed,Category 34,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,1,0,False,7119.0,Group 24
INC0021340,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,25.0,Group 70
INC0021341,Closed,Category 46,Subcategory 220,,High,High,P1,Phone,0,0,False,7224.0,Group 66
INC0021342,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,7.0,Group 70
INC0021343,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,8.0,Group 70
INC0021344,Closed,Category 26,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,42.0,Group 70
INC0021345,Closed,Category 23,Subcategory 174,Symptom 491,High,High,P1,Phone,1,0,False,202.0,Group 72
INC0021346,Closed,Category 42,Subcategory 223,,Medium,Medium,P3,Phone,2,0,False,18716.0,Group 70
INC0021347,Closed,Category 42,Subcategory 223,Symptom 534,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0021348,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,16.0,Group 70
INC0021349,Closed,Category 46,Subcategory 150,Symptom 526,Medium,Medium,P3,Phone,2,0,False,11425.0,Group 39
INC0021351,Closed,Category 32,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,12.0,Group 70
INC0021355,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,0,0,True,23.0,Group 70
INC0021356,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,1,0,True,80.0,Group 70
INC0021358,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,4.0,Group 70
INC0021359,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,89.0,Group 70
INC0021361,Closed,Category 53,Subcategory 114,Symptom 491,Medium,Medium,P3,Phone,1,0,False,8482.0,Group 70
INC0021362,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,5,0,False,29366.0,Group 70
INC0021363,Closed,Category 35,Subcategory 28,Symptom 506,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0021364,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,89.0,Group 70
INC0021365,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,1,0,True,84.0,Group 70
INC0021366,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,1,0,True,78.0,Group 70
INC0021367,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,69.0,Group 70
INC0021368,Closed,Category 53,Subcategory 20,Symptom 491,Medium,Medium,P3,Phone,2,0,False,11529.0,Group 24
INC0021369,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,3,0,False,64.0,Group 70
INC0021370,Closed,Category 26,Subcategory 275,Symptom 371,Medium,High,P2,Phone,5,0,False,18859.0,Group 70
INC0021371,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,5.0,Group 70
INC0021372,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,3,0,False,38.0,Group 70
INC0021373,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,7,0,False,13049.0,Group 70
INC0021374,Closed,Category 32,Subcategory 9,Symptom 491,Medium,Medium,P3,Phone,0,0,True,1376.0,Group 70
INC0021375,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,1,0,True,80.0,Group 70
INC0021376,Closed,Category 23,Subcategory 174,,Medium,Medium,P3,Phone,1,0,True,72.0,Group 72
INC0021378,Closed,Category 40,Subcategory 44,Symptom 5,Medium,Medium,P3,Phone,0,0,True,,Group 70
INC0021379,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,2,0,False,344.0,Group 20
INC0021380,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,2,0,True,336.0,Group 20
INC0021381,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,26.0,Group 70
INC0021382,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,4,0,False,327.0,Group 20
INC0021383,Closed,Category 46,Subcategory 257,Symptom 491,Medium,Medium,P3,Phone,1,0,False,7191.0,Group 22
INC0021384,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,2,0,False,321.0,Group 20
INC0021385,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,11.0,Group 70
INC0021386,Closed,Category 42,Subcategory 223,Symptom 532,Medium,Medium,P3,Phone,3,1,False,10039.0,Group 39
INC0021387,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,5,0,False,29357.0,Group 70
INC0021389,Closed,Category 19,Subcategory 289,,Medium,Medium,P3,Phone,1,0,True,2525.0,Group 72
INC0021391,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,2,0,False,296.0,Group 20
INC0021393,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,2,0,False,284.0,Group 20
INC0021394,Closed,Category 40,Subcategory 44,Symptom 571,Medium,Medium,P3,Phone,0,0,False,18669.0,Group 70
INC0021395,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,2,0,False,274.0,Group 20
INC0021396,Closed,Category 46,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,1,0,True,114.0,Group 39
INC0021397,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,2,0,False,262.0,Group 20
INC0021398,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,3,0,False,254.0,Group 20
INC0021399,Closed,Category 46,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,False,7305.0,Group 57
INC0021400,Closed,Category 23,Subcategory 3,,Medium,Medium,P3,Phone,1,0,True,216.0,Group 70
INC0021401,Closed,Category 53,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,20.0,Group 70
INC0021402,Closed,Category 42,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,0,0,True,2.0,Group 70
INC0021403,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,212.0,Group 70
INC0021404,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,5,0,False,29356.0,Group 70
INC0021406,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,197.0,Group 70
INC0021407,Closed,Category 26,Subcategory 174,Symptom 491,Medium,Medium,P3,Phone,0,0,True,22.0,Group 70
INC0021408,Closed,Category 20,Subcategory 174,,Medium,Medium,P3,Phone,0,0,True,3.0,Group 70
INC0021409,Closed,Category 46,Subcategory 223,Symptom 491,Medium,Medium,P3,Phone,9,0,False,18529.0,Group 39
INC0021410,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,63.0,Group 70
INC0021411,Closed,Category 43,Subcategory 105,Symptom 296,Medium,Medium,P3,Phone,1,0,False,22811.0,Group 53
INC0021412,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,57.0,Group 70
INC0021413,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,28.0,Group 70
INC0021414,Closed,Category 19,Subcategory 174,,Medium,Medium,P3,Phone,2,0,False,10584.0,Group 70
INC0021415,Closed,Category 8,Subcategory 281,Symptom 557,Medium,Medium,P3,Phone,0,0,False,8900.0,Group 53
INC0021416,Closed,Category 26,Subcategory 175,Symptom 116,Medium,Medium,P3,Phone,0,0,True,44.0,Group 70
INC0021417,Closed,Category 53,Subcategory 114,,Medium,Medium,P3,Phone,3,0,False,13023.0,Group 70
INC0021418,Closed,Category 26,Subcategory 275,Symptom 474,Medium,Medium,P3,Phone,3,0,False,11491.0,Group 70
INC0021419,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,25.0,Group 70
INC0021420,Closed,Category 23,Subcategory 3,,Medium,High,P2,Phone,1,0,False,7.0,Group 70
INC0021422,Closed,Category 57,Subcategory 170,Symptom 387,Medium,Medium,P3,Phone,0,0,True,47.0,Group 24
INC0021423,Closed,Category 43,Subcategory 105,Symptom 33,Medium,Medium,P3,Phone,1,0,True,53.0,Group 39
INC0021424,Closed,Category 26,Subcategory 175,Symptom 491,Medium,Medium,P3,Phone,1,0,True,483.0,Group 70
INC0021425,Closed,Category 61,Subcategory 16,Symptom 491,Medium,Medium,P3,Phone,0,0,False,7309.0,Group 73
